Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,VIN number,Mileage
Lexus ES 330 2005 Gray,"₦ 4,100,000",₦ 4.3 M ~ 4.5 M,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/110956489_NjIwLTQ2NS02YmY1NTg2OTlm.webp,https://pictures-nigeria.jijistatic.com/110956489_MTExLTgzLTZiZjU1ODY5OWY.webp | https://pictures-nigeria.jijistatic.com/110956492_MTExLTgzLWUyM2RhODM5NWI.webp | https://pictures-nigeria.jijistatic.com/110956495_MTExLTgzLWJhMzFhNzIwMzg.webp | https://pictures-nigeria.jijistatic.com/110851661_MTExLTgzLTI4YjM2N2U2MDU.webp | https://pictures-nigeria.jijistatic.com/110851663_MTExLTgzLTgwZTMzOGM4ZmE.webp,Automatic,98955 km,Petrol,Foreign Used,Leather Seats | Front Fog Lamps | Air Conditioning | Airbags | Electric Mirrors | Alloy Wheels | CD Player | AM/FM Radio,Adesogbon Oluwatobi,https://jiji.ng/ifako-ijaiye/cars/lexus-es-330-2005-gray-rzUhlCcuS3bONJXfkSXd4y1w.html,"No faults, Unpainted, Original parts",Lexus,ES,2005,330,Sedan,Front,,6,,Gray,5,No,Yes,,,
Lexus GX 2016 Black,"₦ 22,000,000,",₦ 28.5 M ~ 30 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/116142891_NjIwLTQ2NS1kYjk1MTc5OTE5.webp,https://pictures-nigeria.jijistatic.com/116142891_MTExLTgzLWRiOTUxNzk5MTk.webp | https://pictures-nigeria.jijistatic.com/116142887_MTExLTgzLTgyZjQxYjgwY2I.webp | https://pictures-nigeria.jijistatic.com/116142888_MTExLTgzLWVhOGU0OTVhYWU.webp | https://pictures-nigeria.jijistatic.com/116142889_MTExLTgzLTJjMzc4MzZiMDg.webp | https://pictures-nigeria.jijistatic.com/116142890_MTExLTgzLTA0NDlkNDJmZmQ.webp,Automatic,,,Foreign Used,,Tammy Amadi,https://jiji.ng/port-harcourt/cars/lexus-gx-2016-black-l3LBkvDMVvNUm4wn7ZpkTJrS.html,No faults,Lexus,GX,2016,,,,,,,Black,,,,,,
Toyota RAV4 2007 Silver,"₦ 3,600,000",₦ 3.5 M ~ 3.6 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/115940478_NjIwLTgyNy0yM2UyNmNkOWQw.webp,https://pictures-nigeria.jijistatic.com/115940478_MTExLTE0OC0yM2UyNmNkOWQw.webp | https://pictures-nigeria.jijistatic.com/115940476_MTExLTgzLWJjMDBkODBiM2I.webp | https://pictures-nigeria.jijistatic.com/115972640_MTExLTE0OC03NDljYzNkYmFj.webp | https://pictures-nigeria.jijistatic.com/115940477_MTExLTgzLTNkYTRmNWE1OTA.webp | https://pictures-nigeria.jijistatic.com/115940479_MTExLTE0OC1mNDQwOGI1MzIz.webp,Automatic,,,Nigerian Used,Air Conditioning | Airbags | Alloy Wheels | CD Player | AM/FM Radio,Movick Autos,https://jiji.ng/ibadan/cars/toyota-rav4-2007-silver-xpV9I82UeG2tqlh5ZRTYUtGK.html,No faults,Toyota,RAV4,2007,,,,,,,Silver,,Yes,,,,
Toyota Sienna 2010 Gray,"₦ 5,950,000",₦ 5.7 M ~ 6.8 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/108371078_NjIwLTgyOC0zNWQ0Mzg0MTlm.webp,https://pictures-nigeria.jijistatic.com/108371078_MTExLTE0OC0zNWQ0Mzg0MTlm.webp | https://pictures-nigeria.jijistatic.com/108371073_MTExLTgzLTBhZTlkM2YwOWU.webp | https://pictures-nigeria.jijistatic.com/108371072_MTExLTgzLWRlOWQ2MTllZjk.webp | https://pictures-nigeria.jijistatic.com/108371074_MTExLTgzLTU4MTc2NmFiNGI.webp | https://pictures-nigeria.jijistatic.com/108371075_MTExLTgzLWIxNTdlNGE4YjI.webp,Automatic,,,Foreign Used,,baseline autos,https://jiji.ng/isolo/cars/toyota-sienna-2010-gray-3fYwL8LXqJtKMb8emNYFTG04.html,No faults,Toyota,Sienna,2010,,,,,,,Gray,,,,,,
Toyota Tacoma 2009 Access Cab V6 Automatic Red,"₦ 9,000,000",₦ 8.97 M ~ 9.53 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/86861353_NjIwLTQ2NS1iYjQwNmZkOTNkLTI.webp,https://pictures-nigeria.jijistatic.com/86861353_MTExLTgzLWJiNDA2ZmQ5M2QtMg.webp | https://pictures-nigeria.jijistatic.com/86861354_MTExLTgzLTkxMTU0MDE0ZmMtMg.webp | https://pictures-nigeria.jijistatic.com/86861349_MTExLTgzLTdmMWE5OTZiYjgtMg.webp | https://pictures-nigeria.jijistatic.com/86861342_MTExLTgzLWMwNTY2OTMwMDMtMg.webp | https://pictures-nigeria.jijistatic.com/86861343_MTExLTgzLTBhNzQyZTVlNzEtMg.webp,Automatic,,Petrol,Foreign Used,,The_Apostles_Autos,https://jiji.ng/apapa/cars/toyota-tacoma-2009-access-cab-v6-automatic-red-3C9gqqLPvvkyPzulfQirlSd7.html,"Unpainted, Original parts, No faults",Toyota,Tacoma,2009,Access Cab V6 Automatic,Pickup,All Wheel,4000           cc,6,239           hp,Red,4,No,No,,,
Toyota Sienna CE FWD 2007 Gray,"₦ 5,200,000",₦ 4.8 M ~ 5.2 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/112498530_NjIwLTgyNy0wZWFiZThmYjA3.webp,https://pictures-nigeria.jijistatic.com/112498530_MTExLTE0OC0wZWFiZThmYjA3.webp | https://pictures-nigeria.jijistatic.com/112498528_MTExLTE0OC1iN2NmZGI3NDc1.webp | https://pictures-nigeria.jijistatic.com/112498529_MTExLTE0OC0yMzE0ODc4M2Jj.webp | https://pictures-nigeria.jijistatic.com/112498543_MTExLTE0OC0xYjhhZmExYjE2.webp | https://pictures-nigeria.jijistatic.com/112498549_MTExLTE0OC0xNTAzNTFlYTIz.webp,Automatic,,Petrol,Foreign Used,Airbags | Airbags | Alloy Wheels | AM/FM Radio | CD Player | Alloy Wheels | AM/FM Radio | CD Player | Air Conditioning | Air Conditioning,Bolson global link venture,https://jiji.ng/ojodu/cars/toyota-sienna-ce-fwd-2007-gray-remiULuh0acnDu4yKQzr2tiG.html,No faults,Toyota,Sienna,2007,CE FWD,Minivan,Front Wheel,3500           cc,6,266           hp,Gray,7,No,No,,,
New Toyota Land Cruiser Prado 2022 Gray,"₦ 133,000,000",₦ 62.74 M ~ 67.5 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117344746_NjIwLTQ2NS05OTgyZDUxYzky.webp,https://pictures-nigeria.jijistatic.com/117344746_MTExLTgzLTk5ODJkNTFjOTI.webp | https://pictures-nigeria.jijistatic.com/117344744_MTExLTc5LTA2NGJjYWVjYjI.webp | https://pictures-nigeria.jijistatic.com/117344767_MTExLTgzLTg1OTcwMjY4ZTk.webp | https://pictures-nigeria.jijistatic.com/117344765_MTExLTEyOC0zMzkyM2NmYWU0.webp | https://pictures-nigeria.jijistatic.com/117344768_MTExLTEyOC1iOTdkYjAzMDU0.webp,Automatic,,,Brand New,,Grace Kitua,https://jiji.ng/ikeja/cars/new-toyota-land-cruiser-prado-2022-gray-rOwcxKA3ZRVEHliMY6Tv6YRc.html,No faults,Toyota,Land Cruiser Prado,2022,,,,,,,Gray,,,,,,
Lexus ES 330 2005 Silver,"₦ 4,300,000,",₦ 4.3 M ~ 4.5 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/117363238_NjIwLTQ2NS1iYjViZDViN2Mw.webp,https://pictures-nigeria.jijistatic.com/117363238_MTExLTgzLWJiNWJkNWI3YzA.webp | https://pictures-nigeria.jijistatic.com/117363252_MTExLTgzLWU5ZjAyNTNhMmY.webp | https://pictures-nigeria.jijistatic.com/117363237_MTExLTgzLWI3YTM5OGI5NjU.webp | https://pictures-nigeria.jijistatic.com/117363244_MTExLTgzLWZhNDUxYzI3YTc.webp | https://pictures-nigeria.jijistatic.com/117363231_MTExLTgzLTVjYmQzOTRjMTI.webp,Automatic,,Petrol,Foreign Used,,De Major automobile,https://jiji.ng/apapa/cars/lexus-es-330-2005-silver-3lWlWtUttvytEZhThpDSu6UV.html,"No faults, Unpainted, Original parts",Lexus,ES,2005,330,Sedan,Front,,6,,Silver,5,No,,,,
Honda Accord SE Automatic 2002 Green,"₦ 1,300,000",₦ 900 K ~ 950 K,"Kaduna, Kaduna / Kaduna State",https://pictures-nigeria.jijistatic.com/117342226_NjIwLTI3OS1jMTRjZDY1NmJl.webp,https://pictures-nigeria.jijistatic.com/117342226_MTExLTUwLWMxNGNkNjU2YmU.webp | https://pictures-nigeria.jijistatic.com/117342227_MTExLTUwLTgxZDFhNzFkZGM.webp | https://pictures-nigeria.jijistatic.com/117342228_MTExLTUwLTAwZDg3MmE5Y2M.webp | https://pictures-nigeria.jijistatic.com/117342229_MTExLTUwLTZiODU0ZmUxZDE.webp | https://pictures-nigeria.jijistatic.com/117342232_MTExLTUwLTFhYmNiOGNjMDc.webp,Automatic,,Petrol,Nigerian Used,,Ahsen Motors Kaduna,https://jiji.ng/kaduna-north/cars/honda-accord-se-automatic-2002-green-ugeNGhOAsWvGzTi7114D9aLR.html,No faults,Honda,Accord,2002,SE Automatic,,Front Wheel,2000           cc,4,154           hp,Green,5,,,,,
Toyota Camry 2.4 SE 2008 Green,"₦ 4,800,000,",₦ 4.62 M ~ 4.8 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/115962858_NjIwLTQ2NS01NDllNTNkMGU2.webp,https://pictures-nigeria.jijistatic.com/115962858_MTExLTgzLTU0OWU1M2QwZTY.webp | https://pictures-nigeria.jijistatic.com/115962886_MTExLTgzLTc3NzEwMjkxMDI.webp | https://pictures-nigeria.jijistatic.com/115962972_MTExLTgzLTRlNzMwZjE0ZjA.webp | https://pictures-nigeria.jijistatic.com/115963056_MTExLTgzLTFlYTM3MWY3OTc.webp | https://pictures-nigeria.jijistatic.com/115963071_MTExLTgzLTM2MThjNzI4YTg.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Anti-Lock Brakes | Armrests | CarPlay | Cruise Control | Cup Holders | Electric Mirrors | Electric Windows | Front Fog Lamps | LED Headlights | Parking Assist | Roof Rack | Sunroof | Traction Control,SPRINGBOK AUTOS&;LOGISTICS,https://jiji.ng/alimosho/cars/toyota-camry-2008-green-2PjrrExFdZ8Aj5J3nKpDzTMZ.html,No faults,Toyota,Camry,2008,2.4 SE,,Front,,,158           hp,Green,5,,,,,
Lexus RX 2005 Black,"₦ 4,500,000",₦ 4 M ~ 4.44 M,"Delta, Warri",https://pictures-nigeria.jijistatic.com/112452215_NjIwLTgyNy0xOWU2MGIxMTE0.webp,https://pictures-nigeria.jijistatic.com/112452215_MTExLTE0OC0xOWU2MGIxMTE0.webp | https://pictures-nigeria.jijistatic.com/112452256_MTExLTgzLTRhZTAxNTJhNzU.webp | https://pictures-nigeria.jijistatic.com/112452269_MTExLTgzLWJiOTNiZmI4OWE.webp | https://pictures-nigeria.jijistatic.com/112452266_MTExLTE0OC1kYWNiYWJkNjNk.webp | https://pictures-nigeria.jijistatic.com/112452279_MTExLTE0OC1mNjEzN2JlYWEx.webp,Automatic,,,Nigerian Used,,Charles Omokhagbor,https://jiji.ng/warri-south/cars/lexus-rx-2005-black-nOdZlNbo1ns0GGaLNL86nZ08.html,No faults,Lexus,RX,2005,,,,,,,Black,,,,,,
Toyota Camry 2008 Silver,"₦ 4,200,000,",₦ 4.5 M ~ 4.7 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/116572628_NjIwLTQ2NC0zMDlkY2MwZTJl.webp,https://pictures-nigeria.jijistatic.com/116572628_MTExLTgzLTMwOWRjYzBlMmU.webp | https://pictures-nigeria.jijistatic.com/116572629_MTExLTgzLWYwOGVjMWQ3OTM.webp | https://pictures-nigeria.jijistatic.com/116572630_MTExLTgzLTdiODNmZjM4N2U.webp | https://pictures-nigeria.jijistatic.com/116572631_MTExLTgzLTI4MjE2MDllZmU.webp | https://pictures-nigeria.jijistatic.com/116572633_MTExLTgzLTAyZTA2YmM2ZGE.webp,Automatic,,,Foreign Used,,State Automobile,https://jiji.ng/ifako-ijaiye/cars/toyota-camry-2008-silver-fb3MzNMJ2P8mk3cCEn5CDWBl.html,No faults,Toyota,Camry,2008,,,,,,,Silver,,No,,,,
Lexus RX 350 2010 Blue,"₦ 9,800,000,",₦ 7.96 M ~ 8.3 M,"Edo, Benin City",https://pictures-nigeria.jijistatic.com/116942872_NjIwLTQ2NS1mMWVkYWMwNDMy.webp,https://pictures-nigeria.jijistatic.com/116942872_MTExLTgzLWYxZWRhYzA0MzI.webp | https://pictures-nigeria.jijistatic.com/116942859_MTExLTgzLTU0MmY5NDliZjQ.webp | https://pictures-nigeria.jijistatic.com/116942860_MTExLTgzLWFlYmZjMDYzYTQ.webp | https://pictures-nigeria.jijistatic.com/116942861_MTExLTgzLTQ3MjA5MGViMDY.webp | https://pictures-nigeria.jijistatic.com/116942864_MTExLTgzLWI5YTZmOWMzY2Y.webp,Automatic,,,Nigerian Used,,Clinton Omorowa,https://jiji.ng/oredo/cars/lexus-rx-350-2010-blue-1KpDzGWE6nP9TEkZUbeVsqGI.html,No faults,Lexus,RX 350,2010,,,,,,,Blue,,Yes,Yes,,,
Lexus RX 350 2010 Red,"₦ 11,000,000",₦ 10.94 M ~ 11 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/113729551_NjIwLTQ3Ni02ODNkNjhhMDBi.webp,https://pictures-nigeria.jijistatic.com/113729551_MTExLTg1LTY4M2Q2OGEwMGI.webp | https://pictures-nigeria.jijistatic.com/113729559_MTExLTg0LTE1MzU5Y2Q1ZWM.webp | https://pictures-nigeria.jijistatic.com/113729555_MTExLTg3LTc0ZjNkNjc3NmQ.webp | https://pictures-nigeria.jijistatic.com/113729558_MTExLTgxLTZlMGM3ZDU1ZTk.webp | https://pictures-nigeria.jijistatic.com/113729556_MTExLTg3LTllNjI3Nzk1ZGY.webp,Automatic,,Petrol,Foreign Used,,Portmajik Global Services,https://jiji.ng/amuwo-odofin/cars/lexus-rx-350-2010-red-i0SNbKt4zH9QWLIA22Mx0ESc.html,No faults,Lexus,RX,2010,350,SUV,,3500           cc,6,279           hp,Red,5,No,,,,
Pontiac Vibe 1.8L 2010 Gray,"₦ 4,700,000,",₦ 4.5 M ~ 4.6 M,"Osun, Osogbo",https://pictures-nigeria.jijistatic.com/117326473_NjIwLTEzNzQtNzRiZDE3MzMwMA.webp,https://pictures-nigeria.jijistatic.com/117326473_MTExLTI0Ni03NGJkMTczMzAw.webp | https://pictures-nigeria.jijistatic.com/117326455_MTExLTUwLTMzZTRhMDA5ZjM.webp | https://pictures-nigeria.jijistatic.com/117326456_MTExLTI0Ni1hMGQzOGYzOGY5.webp | https://pictures-nigeria.jijistatic.com/117326457_MTExLTI0Ni03ZjNjOGQ0MjVh.webp | https://pictures-nigeria.jijistatic.com/117326459_MTExLTI0Ni03MGVlYmU0NDU0.webp,Automatic,,Petrol,Foreign Used,Airbags | AM/FM Radio | CD Player | Armrests | Anti-Lock Brakes | Cup Holders | Air Conditioning,"KAYUS AUTOS, LAND & BUILDING",https://jiji.ng/osogbo/cars/pontiac-vibe-1-8l-2010-gray-4ZeR3nGad9UiNK0BMw2LvAJ2.html,No faults,Pontiac,Vibe,2010,1.8L,Hatchback,Front Wheel,1800           cc,4,132           hp,Gray,5,No,Yes,,,
Toyota Camry 2008 Red,"₦ 4,350,000,",₦ 4.46 M ~ 4.65 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/117219571_NjIwLTgyNy03OWVjMjZjZTg4.webp,https://pictures-nigeria.jijistatic.com/117219571_MTExLTE0OC03OWVjMjZjZTg4.webp | https://pictures-nigeria.jijistatic.com/117219574_MTExLTE0OC1lZTU0N2NiMDMw.webp | https://pictures-nigeria.jijistatic.com/117215206_MTExLTgzLWY2MDdjN2RlOTI.webp | https://pictures-nigeria.jijistatic.com/117219577_MTExLTE0OC0xYjlmZGIxOGQx.webp | https://pictures-nigeria.jijistatic.com/117219580_MTExLTgzLTYzODQyZTQ2ZGE.webp,Automatic,,,Foreign Used,,Adebayo,https://jiji.ng/ibadan/cars/toyota-camry-2008-red-fGFnf8QXrGcd90Txq1JR43YS.html,No faults,Toyota,Camry,2008,,,,,,,Red,,,,,,
Mercedes-Benz GL-Class GL 450 2007 Silver,"₦ 4,950,000",₦ 4 M ~ 4.5 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/116727799_NjIwLTU0OC00YmY1NGU0NzQx.webp,https://pictures-nigeria.jijistatic.com/116727799_MTExLTk4LTRiZjU0ZTQ3NDE.webp | https://pictures-nigeria.jijistatic.com/116727811_MTExLTExNC1iNGU4OWQyNTky.webp | https://pictures-nigeria.jijistatic.com/116727800_MTExLTkyLTE1MzhjYTAxZmM.webp | https://pictures-nigeria.jijistatic.com/116727801_MTExLTk5LTIxMGIzNDJjNTc.webp | https://pictures-nigeria.jijistatic.com/116727803_MTExLTEyMS04YTY0OWYzY2Y1.webp,Automatic,,Petrol,Nigerian Used,Leather Seats | Air Conditioning | Airbags | AM/FM Radio | Alloy Wheels | CD Player,Bemovea Group,https://jiji.ng/ojodu/cars/mercedes-benz-gl-class-gl-450-2007-silver-7S1QmVZF5NQgOdCv6YGEWkEo.html,"Original parts, Unpainted, No faults",Mercedes-Benz,GL-Class,2007,GL 450,SUV,All Wheel,4700           cc,8,335           hp,Silver,7,Yes,,,,
Toyota Highlander 2014 White,"₦ 15,800,000",₦ 15.63 M ~ 16 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/110184052_NjIwLTgyNy1kMjFkNDNlY2I1.webp,https://pictures-nigeria.jijistatic.com/110184052_MTExLTE0OC1kMjFkNDNlY2I1.webp | https://pictures-nigeria.jijistatic.com/110180945_MTExLTgzLWE0ZDAxNDk0Zjk.webp | https://pictures-nigeria.jijistatic.com/110184054_MTExLTE0OC04ZGY4YmJiYzMy.webp | https://pictures-nigeria.jijistatic.com/110180947_MTExLTgzLThmZGE4ZjA3YWE.webp | https://pictures-nigeria.jijistatic.com/110180948_MTExLTgzLWNlMWFlNzBlOWQ.webp,Automatic,59000 km,Petrol,Foreign Used,,Fola ALLISON & Co,https://jiji.ng/lekki/cars/toyota-highlander-2014-white-dY0ccHCbopIY3fyebKFuX4UL.html,No faults,Toyota,Highlander,2014,Limited 4dr SUV AWD (3.5L 6cyl 6A),SUV,All Wheel,3500           cc,6,270           hp,White,7,,,,,
Acura RDX SH-AWD 2012 Red,"₦ 6,500,000,",,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/117187500_NjIwLTI3OS1lYTAyMGU2Yjhk.webp,https://pictures-nigeria.jijistatic.com/117187500_MTExLTUwLWVhMDIwZTZiOGQ.webp | https://pictures-nigeria.jijistatic.com/117209402_MTExLTUwLTcxYTU0YTQzMjc.webp | https://pictures-nigeria.jijistatic.com/117209403_MTExLTUwLTQ5NTA0Yjc2N2I.webp | https://pictures-nigeria.jijistatic.com/117209404_MTExLTUwLWNhZWRiZTIyZjE.webp | https://pictures-nigeria.jijistatic.com/117209406_MTExLTUwLWYyZGRlMWE3OWU.webp,Automatic,75000 km,Petrol,Foreign Used,,Oyi Motors,https://jiji.ng/apapa/cars/acura-rdx-sh-awd-2012-red-llvMOirSVnCTz8Am4Z2ljojd.html,No faults,Acura,RDX,2012,SH-AWD,SUV,All Wheel,2300           cc,4,243           hp,Red,5,No,,,,
Honda Accord Crosstour 2010 Silver,"₦ 3,600,000",₦ 3.6 M ~ 3.85 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/117332142_NjIwLTQ2My1jMTJmYzJhYTIy.webp,https://pictures-nigeria.jijistatic.com/117332142_MTExLTgzLWMxMmZjMmFhMjI.webp | https://pictures-nigeria.jijistatic.com/117332139_MTExLTgzLTA0OWVhNTQxMTE.webp | https://pictures-nigeria.jijistatic.com/117332141_MTExLTgzLWJiZDVmOTAxNTE.webp | https://pictures-nigeria.jijistatic.com/117332140_MTExLTgzLTUzYmEyYjc1NWM.webp | https://pictures-nigeria.jijistatic.com/117332248_MTExLTgzLTA4MGE5ZTRjYjE.webp,Automatic,,,Nigerian Used,,Citi-Autos,https://jiji.ng/ibadan/cars/honda-accord-crosstour-2010-silver-bvb53gbtN5A6jgp1oYPpeuCh.html,"No faults, Unpainted",Honda,Accord Crosstour,2010,,,,,,,Silver,,Yes,,,,
Porsche Cayenne 2008 White,"₦ 6,870,000",,"Kaduna, Kaduna / Kaduna State",https://pictures-nigeria.jijistatic.com/115590526_NjIwLTgyNy1iODA4YjAxZWRk.webp,https://pictures-nigeria.jijistatic.com/115590526_MTExLTE0OC1iODA4YjAxZWRk.webp | https://pictures-nigeria.jijistatic.com/115592857_MTExLTgzLTg1MjNlMjEwNGU.webp | https://pictures-nigeria.jijistatic.com/115590524_MTExLTE0OC1jMjQzODUwN2E3.webp | https://pictures-nigeria.jijistatic.com/115590523_MTExLTE0OC1jMjg4Yzc0Njg2.webp | https://pictures-nigeria.jijistatic.com/115590527_MTExLTgzLTYzYzk4MGFjMjY.webp,Automatic,101000 km,,Nigerian Used,Air Conditioning | Anti-Lock Brakes | Armrests | Android Auto | Airbags | Bullbar | CD Player | Alloy Wheels | AM/FM Radio | AM/FM Radio | CD Player | Alloy Wheels | Blind Spot Monitor | Air Conditioning | Airbags,akindele walcot,https://jiji.ng/kaduna-north/cars/porsche-cayenne-2008-white-cN4ldApuVksKF51mhkw9Zh5q.html,No faults,Porsche,Cayenne,2008,,,,,,,White,,Yes,No,,,
Lexus RX 350 AWD 2009 Red,"₦ 7,700,000,",₦ 7.2 M ~ 7.6 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/116587464_NjIwLTQyNC1kZjNhZTRjNWFi.webp,https://pictures-nigeria.jijistatic.com/116587464_MTExLTc2LWRmM2FlNGM1YWI.webp | https://pictures-nigeria.jijistatic.com/116587466_MTExLTc5LWM1MGQzZDI2ODE.webp | https://pictures-nigeria.jijistatic.com/116587468_MTExLTc5LTUxYWU4MDVmOGY.webp | https://pictures-nigeria.jijistatic.com/116587476_MTExLTc5LWYwYzQyMDBkNmE.webp | https://pictures-nigeria.jijistatic.com/116587470_MTExLTc4LTBhZTVjOThlZmM.webp,Automatic,,Petrol,Foreign Used,Blind Spot Monitor | Parking Sensors | Sunroof | Cup Holders | Air Conditioning | Airbags | Electric Mirrors | Parking Assist | Roof Rack | Alloy Wheels | LED Headlights | CD Player | Cruise Control | AM/FM Radio | Spotlight | Traction Control | Armrests | Electric Windows | Leather Seats | Anti-Lock Brakes | Xenon Lights | Front Fog Lamps,Timilehin Oluwadairo,https://jiji.ng/ikeja/cars/lexus-rx-350-awd-2009-red-zRJQ6bcBuvC5zE4lm0Dl1LVf.html,No faults,Lexus,RX,2009,350 AWD,SUV,All Wheel,3400           cc,6,274           hp,Red,5,No,No,,,
Mercedes-Benz GL-Class 2015 Silver,"₦ 24,000,000",₦ 19.5 M ~ 20 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/112145241_NjIwLTgyNy04ODQ2ZjQwZjZm.webp,https://pictures-nigeria.jijistatic.com/112145241_MTExLTE0OC04ODQ2ZjQwZjZm.webp | https://pictures-nigeria.jijistatic.com/112145226_MTExLTE0OC1jNGVkOWIzYmQz.webp | https://pictures-nigeria.jijistatic.com/112145227_MTExLTgzLTZlNGIyNTA5N2U.webp | https://pictures-nigeria.jijistatic.com/112145228_MTExLTgzLTQyNTNjNmViYTM.webp | https://pictures-nigeria.jijistatic.com/112145229_MTExLTgzLWQ3N2E1OTRjNTM.webp,Automatic,,Petrol,Foreign Used,,Power Cars NG Ltd,https://jiji.ng/lekki/cars/mercedes-benz-gl-class-2015-silver-oGxP8lwZPqLXQ09W6cHTn3c8.html,No faults,Mercedes-Benz,GL-Class,2015,GL550 4MATIC 4dr SUV AWD (4.7L 8cyl Turbo 7A),SUV,All Wheel,4700           cc,8,429           hp,Silver,7,No,,,,
Mercedes-Benz GLK-Class 350 4MATIC 2011 Black,"₦ 8,985,000",₦ 9.01 M ~ 9.5 M,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/111835845_NjIwLTgyOC03NzU5MDgwZDM2.webp,https://pictures-nigeria.jijistatic.com/111835845_MTExLTE0OC03NzU5MDgwZDM2.webp | https://pictures-nigeria.jijistatic.com/111835837_MTExLTgzLTlhN2ViMTc5OTU.webp | https://pictures-nigeria.jijistatic.com/111835838_MTExLTgzLTVhMzRkNmVkNGU.webp | https://pictures-nigeria.jijistatic.com/111835813_MTExLTE0OC1jNjhkZTdhMjAy.webp | https://pictures-nigeria.jijistatic.com/111835807_MTExLTE0OC0zMTE5MDUwMDlj.webp,Automatic,128000 km,Petrol,Foreign Used,Leather Seats | Alloy Wheels | CD Player | Cup Holders | Parking Sensors | Alloy Wheels | Air Conditioning | AM/FM Radio | Sunroof | Front Fog Lamps | Electric Windows | CD Player | Air Conditioning | Roof Rack | Armrests | AM/FM Radio | Electric Mirrors | Airbags | Airbags,Adorable Auto Motors,https://jiji.ng/ifako-ijaiye/cars/mercedes-benz-glk-class-350-4matic-2011-black-wQ4gfUq13yDC6RnAZaglb6tG.html,"Unpainted, No faults, Original parts",Mercedes-Benz,GLK-Class,2011,350 4MATIC,SUV,All Wheel,3500           cc,6,268           hp,Black,5,No,,,,
Toyota Land Cruiser Prado 4.0 2018 Silver,"₦ 40,500,000,",₦ 40 M ~ 40.5 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/112611986_NjIwLTgyNi1kZTkxNjcwNjM0.webp,https://pictures-nigeria.jijistatic.com/112611986_MTExLTE0OC1kZTkxNjcwNjM0.webp | https://pictures-nigeria.jijistatic.com/112611987_MTExLTE0OC02Mjk1ZDAzZWM0.webp | https://pictures-nigeria.jijistatic.com/112611995_MTExLTgzLTQ3MGE0YzUzOTI.webp | https://pictures-nigeria.jijistatic.com/112611997_MTExLTgzLTMyMzJkMTA0ZWY.webp | https://pictures-nigeria.jijistatic.com/112611994_MTExLTgzLTQxNjg3M2EyYWU.webp,Automatic,24000 km,Petrol,Foreign Used,Leather Seats,OJAYANDELLA AUTOS,https://jiji.ng/lekki/cars/toyota-land-cruiser-prado-4-0-2018-silver-mNx269P2ECoBJ6LfkUAFw3sW.html,No faults,Toyota,Land Cruiser Prado,2018,4.0,SUV,All Wheel,4000           cc,6,282           hp,Silver,7,No,No,,,
Toyota Highlander 2008 Red,"₦ 8,800,000",₦ 8 M ~ 8.5 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/110044161_NjIwLTQ2NS02YWQxNmQ0YTIx.webp,https://pictures-nigeria.jijistatic.com/110044161_MTExLTgzLTZhZDE2ZDRhMjE.webp | https://pictures-nigeria.jijistatic.com/110044281_MTExLTk4LWJlMDgxMDFlZmY.webp | https://pictures-nigeria.jijistatic.com/110044141_MTExLTgzLWJiOTRhMDYxZmM.webp | https://pictures-nigeria.jijistatic.com/110045586_MTExLTE0OC02ZWMxNjQ1OTBk.webp | https://pictures-nigeria.jijistatic.com/110044154_MTExLTE0OC1jNzk5YjI2ODg4.webp,Automatic,,,Foreign Used,,Carmodidi Autos Africa,https://jiji.ng/lekki/cars/toyota-highlander-2008-red-8Qzskp95TutK1s4X3ICEomKb.html,No faults,Toyota,Highlander,2008,,,,,,,Red,,,,,,
