Name,Price,Market price,Location,Thumbnail,Images,Gear,Odometer,Fuel type,Car condition,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,VIN number,Mileage
Lexus ES 330 2005 Silver,"₦ 4,320,000,",₦ 4.3 M ~ 4.5 M,"Lagos, Ojo",https://pictures-nigeria.jijistatic.com/97863436_NjIwLTQ2NS1jNmE0YWE1NGIx.webp,https://pictures-nigeria.jijistatic.com/97863436_MTExLTgzLWM2YTRhYTU0YjE.webp | https://pictures-nigeria.jijistatic.com/97861982_MTExLTgzLTY4YmE0MzViMTg.webp | https://pictures-nigeria.jijistatic.com/97861988_MTExLTgzLTNjMDkzZjJjYTc.webp | https://pictures-nigeria.jijistatic.com/97863474_MTExLTE0OC0yNjVjMzFmNjUx.webp | https://pictures-nigeria.jijistatic.com/97863481_MTExLTgzLTE3Y2VmN2U0YmE.webp,Automatic,,Petrol,Foreign Used,,Ajiboro Remi Emeka,https://jiji.ng/ojo/cars/lexus-es-330-2005-silver-tu2IIHNRGYb1jB8qVoVkJRdO.html,No faults,Lexus,ES,2005,330,Sedan,Front,,6,,Silver,5,No,,,,
Land Rover Range Rover Sport 4.2 V8 SC 2007 Black,"₦ 2,520,000",,,https://pictures-nigeria.jijistatic.com/116488710_NjIwLTQ2NS0zOGRiNmY2ZTQxLTE.webp,https://pictures-nigeria.jijistatic.com/116488710_MTExLTgzLTM4ZGI2ZjZlNDEtMQ.webp | https://pictures-nigeria.jijistatic.com/116488718_MTExLTgzLTkxNzc3OTIzMDEtMQ.webp | https://pictures-nigeria.jijistatic.com/116488707_MTExLTgzLTE0ZjYwZGM4MmUtMQ.webp | https://pictures-nigeria.jijistatic.com/116488712_MTExLTgzLTlhNWZiOTgyMzctMQ.webp | https://pictures-nigeria.jijistatic.com/116488655_MTExLTgzLWE3NTBlYzYzZTUtMQ.webp,,,,,,Cars45,https://jiji.ng/ajah/cars/land-rover-range-rover-sport-4-2-v8-sc-2007-black-wPZb5nqQpOZrgjrV4rqCUzNn.html,,,,,,,,,,,,,,,,,
Toyota Matrix 2005 Gray,"₦ 1,800,000,",₦ 2.28 M ~ 2.42 M,"Lagos, Ibeju",https://pictures-nigeria.jijistatic.com/117341999_NjIwLTgyNy1jNjc5MjNlYjA2.webp,https://pictures-nigeria.jijistatic.com/117341999_MTExLTE0OC1jNjc5MjNlYjA2.webp | https://pictures-nigeria.jijistatic.com/117341991_MTExLTgzLWY3ZDgyZTg5Y2Q.webp | https://pictures-nigeria.jijistatic.com/117341993_MTExLTgzLWRjNWEzNzAyZDA.webp | https://pictures-nigeria.jijistatic.com/117341995_MTExLTgzLTU1OWQ4OTYwOTI.webp | https://pictures-nigeria.jijistatic.com/117341998_MTExLTE0OC0yYzQ4OWMyNWZj.webp,Automatic,185000 km,Petrol,Nigerian Used,AM/FM Radio | AM/FM Radio | Alloy Wheels | Alloy Wheels,Blaise Greg Linus,https://jiji.ng/ibeju/cars/toyota-matrix-2005-gray-rJ1F82Qox5jqtJ9LPz8nyc9E.html,Original parts,Toyota,Matrix,2005,Hatchback FWD (1.8L 4cyl 5M),Hatchback,Front Wheel,1800           cc,4,130           hp,Gray,5,Yes,No,,,
Toyota RAV4 V6 2007 Red,"₦ 5,100,000",₦ 5.4 M ~ 5.66 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/80175796_NjIwLTQ2NS0xZTJhZGM4Njc4.webp,https://pictures-nigeria.jijistatic.com/80175796_MTExLTgzLTFlMmFkYzg2Nzg.webp | https://pictures-nigeria.jijistatic.com/80175696_MTExLTgzLWU4NGJmYmNjMjE.webp | https://pictures-nigeria.jijistatic.com/80175809_MTExLTgzLTNiYjQ4NDIxN2Y.webp | https://pictures-nigeria.jijistatic.com/80175863_MTExLTgzLTZhNDQwOWM1ODQ.webp | https://pictures-nigeria.jijistatic.com/80175864_MTExLTgzLWY4NWYyYzg4MDI.webp,Automatic,,Petrol,Foreign Used,,Delight Autos,https://jiji.ng/apapa/cars/toyota-rav4-v6-2007-red-3JkFBkIZd1rfxwGYCGIM8Pk1.html,"Original parts, No faults",Toyota,RAV4,2007,V6,SUV,All Wheel,3500           cc,6,,Red,5,No,,,,
Toyota RAV4 2014 Silver,"₦ 11,500,000",₦ 12 M ~ 12.5 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/117366057_NjIwLTQ2NS1hYTY4NWQzMWIz.webp,https://pictures-nigeria.jijistatic.com/117366057_MTExLTgzLWFhNjg1ZDMxYjM.webp | https://pictures-nigeria.jijistatic.com/117366052_MTExLTgzLWUyNDI4NWM0NDI.webp | https://pictures-nigeria.jijistatic.com/117366051_MTExLTgzLWQ0MTQ5Y2U2MTU.webp | https://pictures-nigeria.jijistatic.com/117366058_MTExLTgzLTQzNThlMDg1YmU.webp | https://pictures-nigeria.jijistatic.com/117366053_MTExLTgzLTIwNWZiMmE5ZDc.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Blind Spot Monitor | Electric Mirrors | Electric Windows | Leather Seats,Smug Republik Autos (CAZ),https://jiji.ng/amuwo-odofin/cars/toyota-rav4-2014-silver-wq5CiojEe369yUSnNi7rZBfZ.html,No faults,Toyota,RAV4,2014,Limited 4dr SUV AWD (2.5L 4cyl 6A),SUV,All Wheel,2500           cc,4,,Silver,5,No,No,,,
Toyota Sienna LE 7 Passenger 2011 Gray,"₦ 4,250,000",₦ 5.2 M ~ 6.2 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/116974991_NjIwLTYyMC1lOTIxN2VkNDMz.webp,https://pictures-nigeria.jijistatic.com/116974991_MTExLTExMS1lOTIxN2VkNDMz.webp | https://pictures-nigeria.jijistatic.com/116974990_MTExLTExMS01NmQ4ZDI5MDFm.webp | https://pictures-nigeria.jijistatic.com/116974987_MTExLTE0OC02ODQ4YzkyYjJi.webp | https://pictures-nigeria.jijistatic.com/116974988_MTExLTE0OC1kNzE2MjMxNDgy.webp | https://pictures-nigeria.jijistatic.com/116974992_MTExLTExMS05ODVmM2EzY2Nh.webp,Automatic,,Petrol,Nigerian Used,,Nelo Biz Enterprises,https://jiji.ng/ojodu/cars/toyota-sienna-le-7-passenger-2011-gray-OR7TNVK3JAt7A7x2XejLm7L.html,"First owner, First registration, No faults",Toyota,Sienna,2011,LE 7 Passenger,Minivan,All Wheel,3500           cc,6,270           hp,Gray,7,Yes,,,,
Toyota Camry 2009 Red,"₦ 5,200,000",₦ 4.65 M ~ 4.86 M,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/115114024_NjIwLTQ2NS03NTRjMjY5NzA2.webp,https://pictures-nigeria.jijistatic.com/115114024_MTExLTgzLTc1NGMyNjk3MDY.webp | https://pictures-nigeria.jijistatic.com/115114025_MTExLTgzLWFlMzM2MDgyNmE.webp | https://pictures-nigeria.jijistatic.com/115114031_MTExLTgzLTQ1YTM3NzMxODY.webp | https://pictures-nigeria.jijistatic.com/115114026_MTExLTgzLWY3OTIzYzM3OGE.webp | https://pictures-nigeria.jijistatic.com/115114032_MTExLTgzLWI0MzU1M2VjZjM.webp,Automatic,106430 km,Petrol,Foreign Used,Sunroof | Cup Holders | Cruise Control | AM/FM Radio | Airbags | CD Player | Air Conditioning | Front Fog Lamps | Armrests,Harrison Zayzay,https://jiji.ng/kubwa/cars/toyota-camry-2009-red-w5lyMPgu7MPEUnKulpjBotMH.html,No faults,Toyota,Camry,2009,SE 4dr Sedan (2.4L 4cyl 5A),Sedan,Front,2400           cc,4,158           hp,Red,5,No,Yes,,,
Nissan Versa 1.8 SL 2008 Black,"₦ 950,000,",,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/117217511_NjIwLTgyNy0yM2YzMGU1ZmJj.webp,https://pictures-nigeria.jijistatic.com/117217511_MTExLTE0OC0yM2YzMGU1ZmJj.webp | https://pictures-nigeria.jijistatic.com/117217512_MTExLTE0OC1jYzk4ODI1OGE2.webp | https://pictures-nigeria.jijistatic.com/117217524_MTExLTgzLWUxYTFkZDA3ZjU.webp | https://pictures-nigeria.jijistatic.com/117217533_MTExLTgzLWM4ZGJiZGRhZDU.webp | https://pictures-nigeria.jijistatic.com/117217532_MTExLTgzLWM1ZGM5OGNhMDM.webp,Automatic,141650 km,,Nigerian Used,,Ewhe Wisdom,https://jiji.ng/ajah/cars/nissan-versa-1-8-sl-2008-black-l1uxcAiXLC95Q5Yzeiis8Y4E.html,Need body repair,Nissan,Versa,2008,1.8 SL,Sedan,Front Wheel,1800           cc,4,124           hp,Black,5,Yes,,,,
New Toyota Hilux 2021 Black,"₦ 40,500,000,",₦ 37.45 M ~ 40 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/110091718_NjIwLTQ0MS02YTQ0NTVhZWI3.webp,https://pictures-nigeria.jijistatic.com/110091718_MTExLTc5LTZhNDQ1NWFlYjc.webp | https://pictures-nigeria.jijistatic.com/103640485_MTExLTgzLTdjODk2MTRmZDE.webp | https://pictures-nigeria.jijistatic.com/103640556_MTExLTgzLTE5MWFkM2NmNjQ.webp | https://pictures-nigeria.jijistatic.com/103640554_MTExLTgzLTY1MDIzOTIzZDg.webp | https://pictures-nigeria.jijistatic.com/103640558_MTExLTgzLTM0Yzc3M2NlYTY.webp,Automatic,,,Brand New,,Fantasy Rides Autosales,https://jiji.ng/lekki/cars/new-toyota-hilux-2021-black-znqywVjRtIzIUxBt67fMhz4m.html,No faults,Toyota,Hilux,2021,,,,,,,Black,,,,,,
Toyota Sienna LE 8 Passenger 2011 White,"₦ 7,100,000",₦ 7.01 M ~ 7.49 M,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/107013487_NjIwLTQ2NS0yZjgxYjNmZmIx.webp,https://pictures-nigeria.jijistatic.com/107013487_MTExLTgzLTJmODFiM2ZmYjE.webp | https://pictures-nigeria.jijistatic.com/107013493_MTExLTgzLTVlOTQyMTJkMWU.webp | https://pictures-nigeria.jijistatic.com/107013494_MTExLTgzLTRjMTkxMjg0MWM.webp | https://pictures-nigeria.jijistatic.com/107013571_MTExLTgzLTU3YzRmNWY0N2U.webp | https://pictures-nigeria.jijistatic.com/107013572_MTExLTgzLWM4M2I3NDYyZjY.webp,Automatic,90000 km,Petrol,Foreign Used,,CHEVIX AUTOS,https://jiji.ng/magodo/cars/toyota-sienna-le-8-passenger-2011-white-fx7iaXnkjIMTk2LaBRPOkeZW.html,"Original parts, Unpainted, No faults",Toyota,Sienna,2011,LE 8 Passenger,Minivan,Front Wheel,2700           cc,4,190           hp,White,8,No,,,,
Toyota 4-Runner Limited 4x4 V6 2006,"₦ 6,700,000",₦ 6.65 M ~ 7.4 M,"Lagos, Abule Egba",https://pictures-nigeria.jijistatic.com/100049779_NjIwLTQ2NS05ODE1NzFjY2Q5.webp,https://pictures-nigeria.jijistatic.com/100049779_MTExLTgzLTk4MTU3MWNjZDk.webp | https://pictures-nigeria.jijistatic.com/100049781_MTExLTgzLTg1YjUxZWU3ZTc.webp | https://pictures-nigeria.jijistatic.com/100049772_MTExLTgzLTUzMTZjYWM3ODk.webp | https://pictures-nigeria.jijistatic.com/100049773_MTExLTgzLWI0MWU0ZTMzOWE.webp | https://pictures-nigeria.jijistatic.com/100049775_MTExLTgzLWZhNjZjNDcyYWI.webp,Automatic,,Petrol,Foreign Used,,Mateco motor ventures,https://jiji.ng/lagos-abule-egba/cars/toyota-4-runner-limited-4x4-v6-2006-ri7Nri5KVkesiXJAEXo4nrYu.html,"First owner, No faults",Toyota,4-Runner,2006,Limited 4x4 V6,SUV,All Wheel,4000           cc,6,236           hp,Other,5,Yes,,,,
Lexus RX 350 4x4 2007 Black,"₦ 6,700,000,",₦ 6.66 M ~ 6.8 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117186348_NjIwLTQ2NS1iMjE0ZTI5ZjI5.webp,https://pictures-nigeria.jijistatic.com/117186348_MTExLTgzLWIyMTRlMjlmMjk.webp | https://pictures-nigeria.jijistatic.com/117186347_MTExLTgzLTRhNDhiODgwMmU.webp | https://pictures-nigeria.jijistatic.com/117186350_MTExLTE0OC02NTgzMjRkYTFk.webp | https://pictures-nigeria.jijistatic.com/117186351_MTExLTgzLTIwZTc2ZmJiNWI.webp | https://pictures-nigeria.jijistatic.com/117186353_MTExLTgzLTA4M2NhMzk3NDU.webp,Automatic,,Petrol,Foreign Used,Air Conditioning | CD Player | AM/FM Radio | CarPlay | Alloy Wheels,mercy autos,https://jiji.ng/ikeja/cars/lexus-rx-350-4x4-2007-black-B4bAUhDEGh1A5Iyd0wb2aUUl.html,No faults,Lexus,RX,2007,350 4x4,SUV,All Wheel,3500           cc,6,276           hp,Black,5,,Yes,,,
BMW 530i 2007 Silver,"₦ 6,000,000",,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/117328007_NjIwLTUyNy1mNTAzODZjZmRj.webp,https://pictures-nigeria.jijistatic.com/117328007_MTExLTk0LWY1MDM4NmNmZGM.webp | https://pictures-nigeria.jijistatic.com/117328001_MTExLTkxLWEzMjA5NGMxODE.webp | https://pictures-nigeria.jijistatic.com/117327999_MTExLTkwLTU4OTk5YjIyOTc.webp | https://pictures-nigeria.jijistatic.com/117328000_MTExLTkwLTVjOTM5MWE0ODE.webp | https://pictures-nigeria.jijistatic.com/117328005_MTExLTkxLWU1NmU0ZGNhZDg.webp,Automatic,,,Foreign Used,,Mudijay,https://jiji.ng/ogba/cars/bmw-530i-2007-silver-laayj8OfZyuRUjtuzjRxH9WR.html,Original parts,BMW,530i,2007,,,,,,,Silver,,No,,,,
Toyota Hilux 2.5 D-4d 4X4 SRX 2012 White,"₦ 8,000,000",₦ 8.2 M ~ 8.5 M,"Abuja, Gudu",https://pictures-nigeria.jijistatic.com/104285244_NjIwLTQ2NS04MTBmMjE3ZWNi.webp,https://pictures-nigeria.jijistatic.com/104285244_MTExLTgzLTgxMGYyMTdlY2I.webp | https://pictures-nigeria.jijistatic.com/104285240_MTExLTgzLWE4MTIwODQ4Yjc.webp | https://pictures-nigeria.jijistatic.com/104285260_MTExLTgzLTQzYjIzM2JlNjI.webp | https://pictures-nigeria.jijistatic.com/104285255_MTExLTgzLTA3MDNlODJiZmM.webp | https://pictures-nigeria.jijistatic.com/104292763_MTExLTE0OC05NmZiMzg4NzQz.webp,Manual,283036 km,,Nigerian Used,,Chukwuemeka Michael,https://jiji.ng/gudu/cars/toyota-hilux-2-5-d-4d-4x4-srx-2012-white-wJzKDXkQN6vehL9IFxYmNG4V.html,"Original parts, No faults, First owner",Toyota,Hilux,2012,2.5 D-4D 4X4 SRX,Pickup,All Wheel,2500           cc,4,102           hp,White,2,Yes,,,,
Toyota Sienna XLE 8 Passenger 2012 Silver,"₦ 8,450,000",₦ 9.45 M ~ 9.5 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/115893569_NjIwLTQ2NS05Mzk5OGQxODU0.webp,https://pictures-nigeria.jijistatic.com/115893569_MTExLTgzLTkzOTk4ZDE4NTQ.webp | https://pictures-nigeria.jijistatic.com/115893572_MTExLTgzLTk3MmM0OWNjOTQ.webp | https://pictures-nigeria.jijistatic.com/115893578_MTExLTgzLTNmMjk4MjE3MDQ.webp | https://pictures-nigeria.jijistatic.com/115893614_MTExLTgzLTIxMDMyNTBlZmE.webp | https://pictures-nigeria.jijistatic.com/115893564_MTExLTgzLTBiOWQ5ODVkOGY.webp,Automatic,,Petrol,Foreign Used,,Mudijay,https://jiji.ng/ikeja/cars/toyota-sienna-xle-8-passenger-2012-silver-oR1p38CULzw8q9QSqox5Tw0B.html,Original parts,Toyota,Sienna,2012,XLE 8 Passenger,Minivan,Front Wheel,3500           cc,6,270           hp,Silver,8,No,,,,
Jeep Compass Sport 4x4 2018 Black,"₦ 13,000,000",,"Lagos, Ikoyi",https://pictures-nigeria.jijistatic.com/113386762_NjIwLTgyNy1iYzVhMDFjOGNj.webp,https://pictures-nigeria.jijistatic.com/113386762_MTExLTE0OC1iYzVhMDFjOGNj.webp | https://pictures-nigeria.jijistatic.com/113386761_MTExLTE0OC04YzhiYTJiMjA1.webp | https://pictures-nigeria.jijistatic.com/113386766_MTExLTgzLWYxNDhiY2NkYjE.webp | https://pictures-nigeria.jijistatic.com/113386770_MTExLTE0OC1lYmZhMzA0OTYy.webp | https://pictures-nigeria.jijistatic.com/113386773_MTExLTgzLTI0NThmZmQ4OGY.webp,Automatic,26500 km,Petrol,Foreign Used,,CHEVIX AUTOS,https://jiji.ng/ikoyi-obalende/cars/jeep-compass-sport-4x4-2018-black-dQKTL1gpsoi4eOIaOSy23GGk.html,"Unpainted, Original parts, No faults",Jeep,Compass,2018,Sport 4x4,SUV,4x4,2400           cc,4,180           hp,Black,5,No,,,,
Lexus RX 330 2005 Green,"₦ 6,199,999",₦ 6.49 M ~ 6.6 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/105345244_NjIwLTgyOC00NWJkYWI3ZmIw.webp,https://pictures-nigeria.jijistatic.com/105345244_MTExLTE0OC00NWJkYWI3ZmIw.webp | https://pictures-nigeria.jijistatic.com/105345245_MTExLTE0OC1kMTc3ZDk1Mjdk.webp | https://pictures-nigeria.jijistatic.com/105345246_MTExLTE0OC05ZmNjNDU3ZjEz.webp | https://pictures-nigeria.jijistatic.com/105345247_MTExLTE0OC1iYmU1MTRiNDBk.webp | https://pictures-nigeria.jijistatic.com/105345248_MTExLTE0OC02ZTZmZWI3MjUx.webp,Automatic,,Petrol,Foreign Used,,Michael Kolawole Erunkulu,https://jiji.ng/ibadan/cars/lexus-rx-330-2005-green-n4bHBYGnoR4XCZCi8pc5azUr.html,Original parts,Lexus,RX,2005,330,SUV,Front Wheel,3300           cc,6,234           hp,Green,5,No,,,,
Toyota Highlander 2004 Silver,"₦ 6,000,000",₦ 4.95 M ~ 5.3 M,"Edo, Benin City",https://pictures-nigeria.jijistatic.com/117024749_NjIwLTQ2NS0xMmVjMTEwZTgz.webp,https://pictures-nigeria.jijistatic.com/117024749_MTExLTgzLTEyZWMxMTBlODM.webp | https://pictures-nigeria.jijistatic.com/117024751_MTExLTUwLWFlMmFhYjZkNTE.webp | https://pictures-nigeria.jijistatic.com/117024775_MTExLTgzLTM3Zjc4Y2M0MjA.webp | https://pictures-nigeria.jijistatic.com/117024831_MTExLTUwLTMxZTA2ZjBkMTk.webp | https://pictures-nigeria.jijistatic.com/117024916_MTExLTI0Ny0xM2ZiNDhiNjU2.webp,Automatic,,,Foreign Used,,ehis car limited,https://jiji.ng/oredo/cars/toyota-highlander-2004-silver-bwnr4SOVHUOAkAaowbgC60mk.html,No faults,Toyota,Highlander,2004,,,,,,,Silver,,No,,,,
Lexus GX 460 Luxury 2019 Black,"₦ 47,000,000,",₦ 39.81 M ~ 43.85 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/115931281_NjIwLTgyNy1lYzgxZDQ4MGM2.webp,https://pictures-nigeria.jijistatic.com/115931281_MTExLTE0OC1lYzgxZDQ4MGM2.webp | https://pictures-nigeria.jijistatic.com/115931274_MTExLTgzLTRmNGNkYjU3YjU.webp | https://pictures-nigeria.jijistatic.com/115931285_MTExLTgzLWIyNWQ5ZmQ2YTk.webp | https://pictures-nigeria.jijistatic.com/115931252_MTExLTE0OC1iOTYyMDcyNzU2.webp | https://pictures-nigeria.jijistatic.com/115931258_MTExLTE0OC01NjUzMmExNDU5.webp,Automatic,26428 km,Petrol,Foreign Used,Air Conditioning | Airbags | Alloy Wheels | CD Player | AM/FM Radio,Asphalt Nitro Automobiles,https://jiji.ng/ajah/cars/lexus-gx-460-luxury-2019-black-x4PMFUfcIbgHhslIeZ2gRkGp.html,"No faults, Unpainted, Original parts",Lexus,GX,2019,460 Luxury,SUV,4x4,4600           cc,8,301           hp,Black,7,No,,,,
New Land Rover Range Rover Vogue 2022 Black,"₦ 283,000,000",,"Lagos, Victoria Island",https://pictures-nigeria.jijistatic.com/110047203_NjIwLTQ5Mi1mNDllNWRhMTg1.webp,https://pictures-nigeria.jijistatic.com/110047203_MTExLTg4LWY0OWU1ZGExODU.webp | https://pictures-nigeria.jijistatic.com/110044812_MTExLTgzLWQxOTRhMTVhNDQ.webp | https://pictures-nigeria.jijistatic.com/110044817_MTExLTgzLTYwODViMTRmMDY.webp | https://pictures-nigeria.jijistatic.com/110044820_MTExLTE0OC05ODA3NTQ0MzE1.webp | https://pictures-nigeria.jijistatic.com/110044821_MTExLTgzLWI3ZWEwMzkyYWU.webp,Automatic,,,Brand New,,Mateen Autos,https://jiji.ng/victoria-island/cars/new-land-rover-range-rover-vogue-2022-black-kSe7MuLVHlrDhAtRu2rfa4Ye.html,No faults,Land Rover,Range Rover Vogue,2022,,,,,,,Black,,No,,,,
Lexus IS 350 2008 Silver,"₦ 4,444,444",₦ 3.5 M ~ 3.64 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/116841855_NjIwLTgyNy00YmQyZWZkYWU2.webp,https://pictures-nigeria.jijistatic.com/116841855_MTExLTE0OC00YmQyZWZkYWU2.webp | https://pictures-nigeria.jijistatic.com/116841863_MTExLTE0OC0yZjExYjU4MTM1.webp | https://pictures-nigeria.jijistatic.com/116841829_MTExLTE0OC0yM2IwMDFjMThi.webp | https://pictures-nigeria.jijistatic.com/116841821_MTExLTE0OC1kNGU1NWFiOGNj.webp | https://pictures-nigeria.jijistatic.com/116841831_MTExLTE0OC02MDIxNGM5OTAw.webp,Automatic,55550 km,Petrol,Nigerian Used,,xiiD’s Autos,https://jiji.ng/ojodu/cars/lexus-is-350-2008-silver-aMSkJc7QqIKTmfBmFFof9HiH.html,No faults,Lexus,IS,2008,350,Sedan,All Wheel,3500           cc,6,310           hp,Silver,5,Yes,No,,,
Mercedes-Benz C300 2010 Black,"₦ 5,700,000,",₦ 5.8 M ~ 6.2 M,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/112577620_NjIwLTgyNy01OWE0MDc2ODMw.webp,https://pictures-nigeria.jijistatic.com/112577620_MTExLTE0OC01OWE0MDc2ODMw.webp | https://pictures-nigeria.jijistatic.com/112577614_MTExLTE0OC1hOGVjNDM3NDhl.webp | https://pictures-nigeria.jijistatic.com/112577615_MTExLTE0OC1jNGQwMTU5ZWU5.webp | https://pictures-nigeria.jijistatic.com/112577619_MTExLTE0OC1mZGQ2Y2Y4YTY4.webp | https://pictures-nigeria.jijistatic.com/112577618_MTExLTE0OC1jYzhkMGE5Y2M3.webp,Automatic,,Petrol,Foreign Used,,Lawal Ibrahim,https://jiji.ng/kubwa/cars/mercedes-benz-c300-2010-black-AYWgxuP1s5tmAe8ZEHgxfDoq.html,"Unpainted, Original parts, No faults",Mercedes-Benz,C300,2010,Luxury 4Matic Sedan AWD (3.0L 6cyl 7A),Sedan,All Wheel,3000           cc,6,228           hp,Black,5,No,,,,
Mercedes-Benz C300 2012 Black,"₦ 7,300,000",₦ 6.8 M ~ 7.24 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/82077735_NjIwLTQ2NS01MTg4OGNiOWRmLTE.webp,https://pictures-nigeria.jijistatic.com/82077735_MTExLTgzLTUxODg4Y2I5ZGYtMQ.webp | https://pictures-nigeria.jijistatic.com/82077716_MTExLTgzLWNiOTIzYmE1NzUtMQ.webp | https://pictures-nigeria.jijistatic.com/82077733_MTExLTgzLTZkYzRhZWRhNzYtMQ.webp | https://pictures-nigeria.jijistatic.com/82077728_MTExLTgzLTNmZmZlYmNiNWYtMQ.webp | https://pictures-nigeria.jijistatic.com/82077722_MTExLTgzLWQyYTRhYjlhZjgtMQ.webp,Automatic,89000 km,Petrol,Foreign Used,,Occasion cars and Trucks Ltd,https://jiji.ng/apapa/cars/mercedes-benz-c300-2012-black-iqbhWWQfUlFNTEj2qT4sEUZQ.html,No faults,Mercedes-Benz,C300,2012,Luxury 4Matic Sedan AWD (3.0L 6cyl 7A),Sedan,All Wheel,3000           cc,6,228           hp,Black,5,No,,,,
Lexus RX 350 2015 Burgandy,"₦ 14,500,000",₦ 14.7 M ~ 15 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/115692703_NjIwLTQ2NS05N2IyNWFmMmQw.webp,https://pictures-nigeria.jijistatic.com/115692703_MTExLTgzLTk3YjI1YWYyZDA.webp | https://pictures-nigeria.jijistatic.com/115692173_MTExLTgzLWE0YzBmODViOTQ.webp | https://pictures-nigeria.jijistatic.com/115692701_MTExLTgzLTA3NjU0YWQ1ZDE.webp | https://pictures-nigeria.jijistatic.com/115692700_MTExLTgzLTIxNmU5YmVlNzY.webp | https://pictures-nigeria.jijistatic.com/115692702_MTExLTgzLTljYjQwN2Q0ODg.webp,Automatic,110000 km,,Foreign Used,Blind Spot Monitor | Anti-Lock Brakes | Air Conditioning | Airbags | Alloy Wheels | CD Player | AM/FM Radio,walex,https://jiji.ng/ajah/cars/lexus-rx-350-2015-burgandy-kIbrEEZ7zRfCwMR77xN6sOJA.html,"No faults, Original parts",Lexus,RX 350,2015,,,,,,,Burgandy,,No,,,,
Mercedes-Benz M Class ML 350 BlueTEC 4Matic 2012 White,"₦ 16,500,000,",₦ 13.5 M ~ 14 M,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117210696_NjIwLTQ0MS02ZmM5YTFkNjZm.webp,https://pictures-nigeria.jijistatic.com/117210696_MTExLTc5LTZmYzlhMWQ2NmY.webp | https://pictures-nigeria.jijistatic.com/117210695_MTExLTgzLWZiMjY2ZWQ5Yjg.webp | https://pictures-nigeria.jijistatic.com/117210692_MTExLTgzLTY3YjBiMjVkNWQ.webp | https://pictures-nigeria.jijistatic.com/117210687_MTExLTgzLTQ4NTRjZmQ5ZWI.webp | https://pictures-nigeria.jijistatic.com/117210685_MTExLTgzLTI5MWM2NzhlZWY.webp,Automatic,143000 km,Diesel,Foreign Used,Leather Seats | Roof Rack | Parking Sensors | LED Headlights | AM/FM Radio | Cruise Control | Front Fog Lamps | Electric Mirrors | Air Conditioning | Electric Windows | Spotlight | Alloy Wheels | Parking Assist | Airbags | CD Player,Auto Plug PH,https://jiji.ng/port-harcourt/cars/mercedes-benz-m-class-ml-350-bluetec-4matic-2012-white-f13dKtRL9wxdkS5pKnxL0b9e.html,"Unpainted, Original parts",Mercedes-Benz,M Class,2012,ML 350 BlueTEC 4Matic,SUV,All Wheel,3000           cc,6,240           hp,White,5,Yes,,,,
Volvo XC90 T6 AWD 2006 Black,"₦ 4,600,000",,"Lagos, Magodo",https://pictures-nigeria.jijistatic.com/116137044_NjIwLTQ2NC0xM2QwYWQwMzkz.webp,https://pictures-nigeria.jijistatic.com/116137044_MTExLTgzLTEzZDBhZDAzOTM.webp | https://pictures-nigeria.jijistatic.com/116137020_MTExLTgzLWUwZDhkNjgyZGQ.webp | https://pictures-nigeria.jijistatic.com/116137030_MTExLTgzLWI2Nzc1NjY1YTQ.webp | https://pictures-nigeria.jijistatic.com/116137032_MTExLTgzLTg5NjkzOWNjODk.webp | https://pictures-nigeria.jijistatic.com/116137063_MTExLTgzLTU4NzJkNmYzOWU.webp,Automatic,,Petrol,Foreign Used,,Emparia Limited,https://jiji.ng/magodo/cars/volvo-xc90-t6-awd-2006-black-908Uj9LZXvrphRH96yoFrXyC.html,"Original parts, Unpainted, No faults",Volvo,XC90,2006,T6 AWD,SUV,All Wheel,2900           cc,6,272           hp,Black,5,No,,,,
