Name,Price,Market price,Location,Thumbnail,Images,Gear,Other features,Dealer name,Page link,Second Condition,Make,Model,Year of Manufacture,Trim,Body,Drivetrain,Engine Size,Number of Cylinders,Horse Power,Color,Seats,Registered Car,Exchange Possible,VIN Chassis number,Mileage,VIN number
Kia Sportage 2.7 4x4 Automatic 2006 White,"₦ 1,700,000,",,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/117198034_NjIwLTQ2NC04MTJhMmQ1OTJj.webp,https://pictures-nigeria.jijistatic.com/117198034_MTExLTgzLTgxMmEyZDU5MmM.webp | https://pictures-nigeria.jijistatic.com/117198032_MTExLTgzLTM4ZTU2MDZlNTk.webp | https://pictures-nigeria.jijistatic.com/117198033_MTExLTgzLTNjZTcyNTFkNGQ.webp | https://pictures-nigeria.jijistatic.com/117198037_MTExLTgzLWJlODU4OWJiMTc.webp | https://pictures-nigeria.jijistatic.com/117198035_MTExLTgzLWFjODNmYTQwNTk.webp,Automatic,,Mudigho Ventures,https://jiji.ng/apapa/cars/kia-sportage-2-7-4x4-automatic-2006-white-BNCNrdc6axxmiQpt2Y9FCHUT.html,"Original parts, First registration",Kia,Sportage,2006,2.7 4x4 Automatic,SUV,All Wheel,2700           cc,6,174           hp,White,5,Yes,,,,
Toyota RAV4 2014 Red,"₦ 11,800,000,",₦ 12 M ~ 12.5 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/115998218_NjIwLTgyNy1kNTIyMWJlY2Mw.webp,https://pictures-nigeria.jijistatic.com/115998218_MTExLTE0OC1kNTIyMWJlY2Mw.webp | https://pictures-nigeria.jijistatic.com/115998223_MTExLTE0OC0zODM0MDIwMjFk.webp | https://pictures-nigeria.jijistatic.com/115998227_MTExLTE0OC03NjY0ZjlhMTQw.webp | https://pictures-nigeria.jijistatic.com/115998219_MTExLTE0OC02YTY0OTg2NGFk.webp | https://pictures-nigeria.jijistatic.com/115998215_MTExLTE0OC0zNzlkN2IwNDgw.webp,Automatic,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Air Conditioning | Alloy Wheels | Airbags | Android Auto | AM/FM Radio | Anti-Lock Brakes | Armrests | CarPlay | CD Player | Cruise Control | Electric Mirrors | Electric Windows | Cup Holders | Front Fog Lamps | Leather Seats | Roof Rack | Sunroof | Traction Control | Winch,Tega Odjede,https://jiji.ng/amuwo-odofin/cars/toyota-rav4-2014-red-CzoGWEorEkZUPvSCSrdfZyfo.html,No faults,Toyota,RAV4,2014,Limited 4dr SUV AWD (2.5L 4cyl 6A),SUV,All Wheel,2500           cc,4,,Red,5,No,,,,
Toyota Avalon 2014 Burgandy,"₦ 7,200,000,",₦ 6.92 M ~ 7.41 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/117196490_NjIwLTgyNy1iYjNmZjQ3ZDJj.webp,https://pictures-nigeria.jijistatic.com/117196490_MTExLTE0OC1iYjNmZjQ3ZDJj.webp | https://pictures-nigeria.jijistatic.com/117196391_MTExLTE0OC02NmJkYjc0Zjli.webp | https://pictures-nigeria.jijistatic.com/117196398_MTExLTE0OC0wZmU2OWY4YWM2.webp | https://pictures-nigeria.jijistatic.com/117196434_MTExLTE0OC1mMmJkN2EyNDRj.webp | https://pictures-nigeria.jijistatic.com/117196486_MTExLTgzLTYzZGE1OTljZWI.webp,Automatic,Airbags | Alloy Wheels | CD Player | AM/FM Radio | Air Conditioning,Raji Carz,https://jiji.ng/ikeja/cars/toyota-avalon-2014-burgandy-7YUNJKdwgd6X4yMHpWXokeK.html,"No faults, Unpainted, Original parts",Toyota,Avalon,2014,XLE 4dr Sedan (3.5L 6cyl 6A),Sedan,Front Wheel,3500           cc,6,268           hp,Burgandy,5,Yes,No,,,
Mercedes-Benz C450 2016 Gray,"₦ 25,000,000,",₦ 23 M ~ 24 M,"Lagos, Lekki",https://pictures-nigeria.jijistatic.com/117156856_NjIwLTQ2NS02ZGU0YjliNTc2.webp,https://pictures-nigeria.jijistatic.com/117156856_MTExLTgzLTZkZTRiOWI1NzY.webp | https://pictures-nigeria.jijistatic.com/117156886_MTExLTgzLTg3ODkwMWQwZjI.webp | https://pictures-nigeria.jijistatic.com/117156888_MTExLTgzLTNjY2Q4OWNlOWQ.webp | https://pictures-nigeria.jijistatic.com/117156890_MTExLTgzLTU0NmQ1MzY4NzY.webp | https://pictures-nigeria.jijistatic.com/117156891_MTExLTgzLTEyNzViZWIwYmE.webp,Automatic,,Ebhotemen Promise Moses,https://jiji.ng/lekki/cars/mercedes-benz-c450-2016-gray-7pIdZQS1EeHiqlIzH05y1x0A.html,No faults,Mercedes-Benz,C450,2016,,,,,,,Gray,,No,,,,
Infiniti FX35 Base 4x2 (3.5L 6cyl 5A) 2008 Gray,"₦ 1,850,000,",,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/117162115_NjIwLTQ2NS1kNjQyM2Y3MDBk.webp,https://pictures-nigeria.jijistatic.com/117162115_MTExLTgzLWQ2NDIzZjcwMGQ.webp | https://pictures-nigeria.jijistatic.com/117162120_MTExLTE0OC1jYjA3NWNjMmZm.webp | https://pictures-nigeria.jijistatic.com/117162123_MTExLTgzLTY0MjMyZGJkNDE.webp | https://pictures-nigeria.jijistatic.com/117162124_MTExLTgzLTMxZDU4MmE2NTE.webp | https://pictures-nigeria.jijistatic.com/117162126_MTExLTgzLTMzZmNhMjY3ODU.webp,Automatic,Airbags | CD Player | AM/FM Radio | Air Conditioning | Alloy Wheels,Henry Oketa,https://jiji.ng/ibadan/cars/infiniti-fx35-base-4x2-3-5l-6cyl-5a-2008-gray-xw9OP5oJiNFAXEB2zoFUheNr.html,No faults,Infiniti,FX35,2008,Base 4x2 (3.5L 6cyl 5A),,,3500           cc,6,,Gray,,Yes,Yes,,,
Toyota Tacoma 2014 Black,"₦ 14,500,000",₦ 13.23 M ~ 14.43 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/115990864_NjIwLTQ2NS1hNjY2MzJmYjZj.webp,https://pictures-nigeria.jijistatic.com/115990864_MTExLTgzLWE2NjYzMmZiNmM.webp | https://pictures-nigeria.jijistatic.com/115990869_MTExLTgzLWNkM2ZlYWY1MmU.webp | https://pictures-nigeria.jijistatic.com/115990855_MTExLTE0OC1iNTEyZjdmNWFj.webp | https://pictures-nigeria.jijistatic.com/115990862_MTExLTE0OC0wZTc0M2Y1YWE3.webp | https://pictures-nigeria.jijistatic.com/115990866_MTExLTgzLTNlMDg2OTljYjM.webp,Automatic,,Leadership Motors limited,https://jiji.ng/ajah/cars/toyota-tacoma-2014-black-ujH7Ve0sSLxUq8vYUfi3b1dO.html,No faults,Toyota,Tacoma,2014,PreRunner V6 4dr Access Cab 6.1 ft. SB (4.0L 6cyl 5A),Pickup,Rear Wheel,4000           cc,6,236           hp,Black,,No,,,,
Mercedes-Benz M Class ML 350 4Matic 2012 Black,"₦ 13,600,000",₦ 13.84 M ~ 14.5 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/115486950_NjIwLTc0OS1jZjE3Yjg2ZDFl.webp,https://pictures-nigeria.jijistatic.com/115486950_MTExLTEzNC1jZjE3Yjg2ZDFl.webp | https://pictures-nigeria.jijistatic.com/115486957_MTExLTE0OC1hYThiMjMyMmE2.webp | https://pictures-nigeria.jijistatic.com/115486951_MTExLTEyNy05NTZmODJkZGZk.webp | https://pictures-nigeria.jijistatic.com/115486944_MTExLTEyNy05MWI2M2VhM2M0.webp | https://pictures-nigeria.jijistatic.com/115486952_MTExLTEyMi1mMzg0ZWE2MmFm.webp,Automatic,,Goldia Ebere,https://jiji.ng/ogba/cars/mercedes-benz-m-class-ml-350-4matic-2012-black-2JzfBJUvLk934Obz1Bp2HM8z.html,"No faults, Original parts, First owner",Mercedes-Benz,M Class,2012,ML 350 4Matic,,,,,,Black,,,,,,
Mazda CX-9 Grand Touring AWD 2007 Gray,"₦ 5,500,000,",₦ 4.62 M ~ 5.52 M,"Lagos, Ikeja",https://pictures-nigeria.jijistatic.com/116858681_NjIwLTgyNy0xMTZiZDc2NTcy.webp,https://pictures-nigeria.jijistatic.com/116858681_MTExLTE0OC0xMTZiZDc2NTcy.webp | https://pictures-nigeria.jijistatic.com/116858682_MTExLTE0OC1iMjdhMzk3ODVm.webp | https://pictures-nigeria.jijistatic.com/116858684_MTExLTE0OC04Zjk2NzlkOTNi.webp | https://pictures-nigeria.jijistatic.com/116858685_MTExLTE0OC1lZmUxYTY2NjUw.webp | https://pictures-nigeria.jijistatic.com/116858688_MTExLTE0OC03NjBlMWU5YTgy.webp,Automatic,Airbags | Alloy Wheels | CD Player | AM/FM Radio | Air Conditioning,Raji Carz,https://jiji.ng/ikeja/cars/mazda-cx-9-grand-touring-awd-2007-gray-aBNuoDZX7h8jq3JkTBzIfgtF.html,"No faults, Unpainted, Original parts",Mazda,CX-9,2007,Grand Touring AWD,SUV,All Wheel,3500           cc,6,268           hp,Gray,7,No,No,,,
Lexus ES 330 2005 White,"₦ 4,400,000",₦ 4.33 M ~ 4.5 M,"Oyo, Ibadan",https://pictures-nigeria.jijistatic.com/101458542_NjIwLTc3NS1jNDNjNTE0NDQy.webp,https://pictures-nigeria.jijistatic.com/101458542_MTExLTEzOS1jNDNjNTE0NDQy.webp | https://pictures-nigeria.jijistatic.com/101458544_MTExLTEzOS1lNjBkNWY0YTZk.webp | https://pictures-nigeria.jijistatic.com/101458547_MTExLTEzOS0xMDNhYWNiNGE1.webp | https://pictures-nigeria.jijistatic.com/101458546_MTExLTEzOS0xMzZhNDBkZjJh.webp | https://pictures-nigeria.jijistatic.com/101458540_MTExLTEzOS1jMDlmZDE1YWU0.webp,Automatic,,Bodap Motors,https://jiji.ng/ibadan/cars/lexus-es-330-2005-white-85sfGolhjFGNCWevJDvEUQkf.html,No faults,Lexus,ES,2005,330,Sedan,Front,,6,,White,5,No,,,,
Toyota Camry 2005 Silver,"₦ 1,950,000",₦ 2.2 M ~ 2.35 M,"Lagos, Alimosho",https://pictures-nigeria.jijistatic.com/109749507_NjIwLTM0OC03N2M2MWUyMDhl.webp,https://pictures-nigeria.jijistatic.com/109749507_MTExLTYyLTc3YzYxZTIwOGU.webp | https://pictures-nigeria.jijistatic.com/109749508_MTExLTgzLTY5OWUzY2Q1YzE.webp | https://pictures-nigeria.jijistatic.com/109749511_MTExLTgzLTIxMjFmZjA5Zjg.webp | https://pictures-nigeria.jijistatic.com/109749517_MTExLTYyLTNhOGQwN2M2OGM.webp | https://pictures-nigeria.jijistatic.com/109765798_MTExLTgzLWNlZTdmZjI4YTc.webp,Automatic,,Obi Chinonso,https://jiji.ng/alimosho/cars/toyota-camry-2005-silver-fSOYjJsQuArHc3wqS0PzFavA.html,First owner,Toyota,Camry,2005,XLE V6 4dr Sedan (3.0L 6cyl 5A),Sedan,Front,3000           cc,6,210           hp,Silver,5,Yes,Yes,,,
Lexus ES 350 2012 Black,"₦ 7,750,000",₦ 7.3 M ~ 7.5 M,"Lagos, Amuwo-Odofin",https://pictures-nigeria.jijistatic.com/104107390_NjIwLTY1Ny1kNTgzZjZmN2Ux.webp,https://pictures-nigeria.jijistatic.com/104107390_MTExLTExOC1kNTgzZjZmN2Ux.webp | https://pictures-nigeria.jijistatic.com/104107378_MTExLTgwLTM1NTQ4ZWQ3MjQ.webp | https://pictures-nigeria.jijistatic.com/104107365_MTExLTg2LWU3YzYxNTJlYWI.webp | https://pictures-nigeria.jijistatic.com/104107373_MTExLTgwLTE2Nzg0NzE0MjA.webp | https://pictures-nigeria.jijistatic.com/104107375_MTExLTkxLTFhOTYxMDA4OWM.webp,Automatic,Blind Spot Monitor | Cup Holders | Air Conditioning | Airbags | Android Auto | Alloy Wheels | CD Player | Cruise Control | AM/FM Radio | Armrests | Anti-Lock Brakes | CarPlay | Bullbar,Debby&#39;S Autos,https://jiji.ng/amuwo-odofin/cars/lexus-es-350-2012-black-5aO1yXqc6U1ixrJln8SIMtN1.html,"No faults, Unpainted, Original parts",Lexus,ES,2012,350,Sedan,Front,,6,,Black,5,No,,,,
Honda Accord 2019 White,"₦ 10,000,000",₦ 10.05 M ~ 13.5 M,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/117216801_NjIwLTgyOC1iZGY5ZDRjM2E1.webp,https://pictures-nigeria.jijistatic.com/117216801_MTExLTE0OC1iZGY5ZDRjM2E1.webp | https://pictures-nigeria.jijistatic.com/117216800_MTExLTgzLTEyM2I1YTU0YTc.webp | https://pictures-nigeria.jijistatic.com/117216805_MTExLTE0OC04Y2I5NWNjNjEw.webp | https://pictures-nigeria.jijistatic.com/117216877_MTExLTYyLTY3NDI5NzEyN2Y.webp | https://pictures-nigeria.jijistatic.com/117216972_MTExLTE2OS0wY2IwMzM5MTVl.webp,Automatic,Air Conditioning | Airbags | Alloy Wheels | AM/FM Radio,Gabriel Dare,https://jiji.ng/ajah/cars/honda-accord-2019-white-9XtmbkV3Grd12pbSvrvcYovw.html,No faults,Honda,Accord,2019,,,,,,,White,,Yes,,,,
Hyundai I10 2012 Black,"₦ 1,150,000,",,"Lagos, Ajah",https://pictures-nigeria.jijistatic.com/117171296_NjIwLTgyNy0xZDZkMDNjMWM2.webp,https://pictures-nigeria.jijistatic.com/117171296_MTExLTE0OC0xZDZkMDNjMWM2.webp | https://pictures-nigeria.jijistatic.com/117171301_MTExLTE0OC0xN2U0ZWYyYzUz.webp | https://pictures-nigeria.jijistatic.com/117171307_MTExLTE0OC1iYWMwYWRlZmQ4.webp | https://pictures-nigeria.jijistatic.com/117171309_MTExLTE0OC1mNWYyMzMyZWQ2.webp | https://pictures-nigeria.jijistatic.com/117168516_MTExLTgzLTBlN2MzMmMyYjI.webp,Automatic,,Ayoola Abiola,https://jiji.ng/ajah/cars/hyundai-i10-2012-black-nOmiJoV7ZS0w0VdaSFDDxse8.html,"First owner, First registration, No faults",Hyundai,I10,2012,,,,,,,Black,,Yes,,,,
Toyota Sienna 2001 Gold,"₦ 2,362,500",,,https://pictures-nigeria.jijistatic.com/116994281_NjIwLTQ2NS1jNTkxZDg1YmYz.webp,https://pictures-nigeria.jijistatic.com/116994281_MTExLTgzLWM1OTFkODViZjM.webp | https://pictures-nigeria.jijistatic.com/116994316_MTExLTgzLWNhMmU0NTVhZTg.webp | https://pictures-nigeria.jijistatic.com/116994301_MTExLTgzLWEzZGZkZGUxNzM.webp | https://pictures-nigeria.jijistatic.com/116994296_MTExLTgzLTg4ZTBiMTgyZDA.webp | https://pictures-nigeria.jijistatic.com/116994235_MTExLTgzLWE5ZDQ5Y2U2MDg.webp,,,Cars45,https://jiji.ng/alimosho/cars/toyota-sienna-2001-gold-e10M2ukJlCeurnTySZWBnWkZ.html,,,,,,,,,,,,,,,,,
Toyota Highlander Limited 3.5l 4WD 2013 Gray,"₦ 12,600,000",₦ 11.5 M ~ 12.32 M,"Lagos, Isolo",https://pictures-nigeria.jijistatic.com/117176458_NjIwLTgyNy1mN2U0NDJiODhh.webp,https://pictures-nigeria.jijistatic.com/117176458_MTExLTE0OC1mN2U0NDJiODhh.webp | https://pictures-nigeria.jijistatic.com/117177115_MTExLTEzMy1lNzdiMWZhMzE0.webp | https://pictures-nigeria.jijistatic.com/117177125_MTExLTE1OS1hZWRkNmE5YmNh.webp | https://pictures-nigeria.jijistatic.com/117177136_MTExLTE1MC05NTE4ODdkYjFi.webp | https://pictures-nigeria.jijistatic.com/117177113_MTExLTEyNy1lOTMwY2RhN2Iy.webp,Automatic,,BKD AUTOS,https://jiji.ng/isolo/cars/toyota-highlander-limited-3-5l-4wd-2013-gray-lnHymiqt5wsARn2U9QzCEB4W.html,No faults,Toyota,Highlander,2013,Limited 3.5l 4WD,SUV,All Wheel,3500           cc,6,270           hp,Gray,5,No,,,,
New Toyota Land Cruiser 2022 Black,"₦ 120,000,000",₦ 125 M ~ 139.9 M,"Abuja, Gwarinpa",https://pictures-nigeria.jijistatic.com/79299781_NjIwLTgyNy00Y2IzM2ZiZDAz.webp,https://pictures-nigeria.jijistatic.com/79299781_MTExLTE0OC00Y2IzM2ZiZDAz.webp | https://pictures-nigeria.jijistatic.com/79299783_MTExLTE0OC01YWRkZTFjYjc3.webp | https://pictures-nigeria.jijistatic.com/79299784_MTExLTE0OC1hMTRmYjI0YzVm.webp | https://pictures-nigeria.jijistatic.com/79299785_MTExLTE0OC1lNWVlNDQ1MThi.webp | https://pictures-nigeria.jijistatic.com/79299786_MTExLTE0OC0yOTBjM2Y4MjE2.webp,Automatic,,Wyatt1 Autos,https://jiji.ng/gwarinpa/cars/new-toyota-land-cruiser-2022-black-xb2WYkGTlf6PkycSGQB9vcn1.html,No faults,Toyota,Land Cruiser,2022,,,,,,,Black,,No,,,,
Mercedes-Benz E350 2010 Black,"₦ 4,900,000",₦ 5.79 M ~ 5.95 M,"Abuja, Kubwa",https://pictures-nigeria.jijistatic.com/116274687_NjIwLTQ2NS0xYTZjMzYzODhh.webp,https://pictures-nigeria.jijistatic.com/116274687_MTExLTgzLTFhNmMzNjM4OGE.webp | https://pictures-nigeria.jijistatic.com/116274681_MTExLTgzLWZmYzEzMWRmNDc.webp | https://pictures-nigeria.jijistatic.com/116274684_MTExLTgzLTE1OTRiNWEzYTU.webp | https://pictures-nigeria.jijistatic.com/116274682_MTExLTgzLTAwZWQ0ZTk3NDA.webp | https://pictures-nigeria.jijistatic.com/116274679_MTExLTgzLTBkYTdmMDFhODU.webp,Automatic,,Yesautos,https://jiji.ng/kubwa/cars/mercedes-benz-e350-2010-black-daXgB8Wgc6GOskVlrbAIofku.html,No faults,Mercedes-Benz,E350,2010,Base 4Matic Sedan AWD (3.5L 6cyl 7A),Sedan,All Wheel,3500           cc,6,268           hp,Black,5,Yes,,,,
Toyota Corolla 2009 Red,"₦ 4,550,000,",₦ 4.6 M ~ 4.8 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/116413215_NjIwLTgyNy02NjUzZjRiOTM3.webp,https://pictures-nigeria.jijistatic.com/116413215_MTExLTE0OC02NjUzZjRiOTM3.webp | https://pictures-nigeria.jijistatic.com/116413207_MTExLTEyMC1kZDNhZDY2MDg3.webp | https://pictures-nigeria.jijistatic.com/116413212_MTExLTE0OC1kMjMwNDkyZWI1.webp | https://pictures-nigeria.jijistatic.com/116413209_MTExLTE0OC1lZTM2NDlkZTA1.webp | https://pictures-nigeria.jijistatic.com/116413291_MTExLTEwNS03ZDJlOTFkNTZm.webp,Automatic,,BabSteps ULTIMATE AUTOS,https://jiji.ng/ojodu/cars/toyota-corolla-2009-red-q7NaKHtKGb1HNLAesUeSjuTK.html,No faults,Toyota,Corolla,2009,,,,,,,Red,,No,,,,
Toyota Sienna LE AWD 2008 Silver,"₦ 5,100,000",₦ 5.15 M ~ 5.4 M,"Lagos, Ojodu",https://pictures-nigeria.jijistatic.com/114487147_NjIwLTgyNy02OTdkZjQ1M2Uz.webp,https://pictures-nigeria.jijistatic.com/114487147_MTExLTE0OC02OTdkZjQ1M2Uz.webp | https://pictures-nigeria.jijistatic.com/114486178_MTExLTgzLTc5OWRmYjA5OGI.webp | https://pictures-nigeria.jijistatic.com/114496200_MTExLTE0OC0zZWQ4YmZiZGY3.webp | https://pictures-nigeria.jijistatic.com/114485997_MTExLTgzLTQ4OGQ3Y2U5ZTA.webp | https://pictures-nigeria.jijistatic.com/114486146_MTExLTgzLTZlNmFkZGMwMmE.webp,Automatic,CD Player | Anti-Lock Brakes | Cup Holders | Cruise Control | Parking Assist | Alloy Wheels | Traction Control | AM/FM Radio | Airbags | Roof Rack | Parking Sensors | Armrests | Air Conditioning,Fear Not Automobiles,https://jiji.ng/ojodu/cars/toyota-sienna-le-awd-2008-silver-u5q6di5y8IjCLiMsoWBaXsB7.html,No faults,Toyota,Sienna,2008,LE AWD,Minivan,All Wheel,3500           cc,6,270           hp,Silver,7,,No,,,
Hyundai Elantra 1.6 GLS Automatic 2008 Blue,"₦ 1,350,000",₦ 1.95 M ~ 2.28 M,"Lagos, Apapa",https://pictures-nigeria.jijistatic.com/112424416_NjIwLTQ2NS1kYzhiYmYwNjI3.webp,https://pictures-nigeria.jijistatic.com/112424416_MTExLTgzLWRjOGJiZjA2Mjc.webp | https://pictures-nigeria.jijistatic.com/112424435_MTExLTgzLWI2MDY1YzM5MWQ.webp | https://pictures-nigeria.jijistatic.com/112424411_MTExLTgzLTZjMzIxZDk3YjM.webp | https://pictures-nigeria.jijistatic.com/112424429_MTExLTgzLWU1ZDMyYTY4OTE.webp | https://pictures-nigeria.jijistatic.com/112424441_MTExLTgzLWQxM2ZmZjFhNDY.webp,Automatic,AM/FM Radio | CD Player | Alloy Wheels | Airbags,Adetunji Oluwaseun,https://jiji.ng/apapa/cars/hyundai-elantra-1-6-gls-automatic-2008-blue-85NcEkm0V9jI15nBTrUwzl0c.html,"First owner, First registration",Hyundai,Elantra,2008,1.6 GLS Automatic,Sedan,Front Wheel,1600           cc,4,,Blue,5,,,,,
Lexus RX 2009 Silver,"₦ 7,300,000",₦ 7.25 M ~ 7.46 M,"Lagos, Ifako-Ijaiye",https://pictures-nigeria.jijistatic.com/117060232_NjIwLTQ2NS1hNmRjMjA5Yzg1.webp,https://pictures-nigeria.jijistatic.com/117060232_MTExLTgzLWE2ZGMyMDljODU.webp | https://pictures-nigeria.jijistatic.com/117060208_MTExLTgzLTI2YzA2ZDEwYzY.webp | https://pictures-nigeria.jijistatic.com/117060255_MTExLTgzLTM3ZGYzZTJlMmQ.webp | https://pictures-nigeria.jijistatic.com/117060108_MTExLTgzLTlmYWYzZGI2ZDI.webp | https://pictures-nigeria.jijistatic.com/117060116_MTExLTgzLTc0ZTNkNjZkMzE.webp,Automatic,,Opeyemi Oluwasegun,https://jiji.ng/ifako-ijaiye/cars/lexus-rx-2009-silver-8VDm7A8Ofl23eyQ9IraXkbx0.html,No faults,Lexus,RX,2009,,,,,,,Silver,,No,,,,
Mercedes-Benz GLK-Class 2015 White,"₦ 14,000,000",₦ 13.49 M ~ 14 M,"Delta, Warri",https://pictures-nigeria.jijistatic.com/109282501_NjIwLTQ2NS0wNzczYjQ3OGExLTE.webp,https://pictures-nigeria.jijistatic.com/109282501_MTExLTgzLTA3NzNiNDc4YTEtMQ.webp | https://pictures-nigeria.jijistatic.com/109282425_MTExLTgzLTA3ZGYyZmQyYjMtMQ.webp | https://pictures-nigeria.jijistatic.com/109282476_MTExLTgzLTNkNTFkMTQwYjctMQ.webp | https://pictures-nigeria.jijistatic.com/109282477_MTExLTgzLThiZTIzYjg1YWYtMQ.webp | https://pictures-nigeria.jijistatic.com/109282500_MTExLTgzLTYxNGUwOTYyNDQtMQ.webp,Automatic,,Eric Car Dealership,https://jiji.ng/warri-south/cars/mercedes-benz-glk-class-2015-white-hlNtE0IKYR1ewDcQszxQxLPe.html,No faults,Mercedes-Benz,GLK-Class,2015,Base GLK 350 4dr 4x2 (3.5L 6cyl 7A),,,,,,White,,Yes,Yes,,,
Land Rover Range Rover 2006 Gray,"₦ 6,500,000",,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/109161802_NjIwLTQ2NS1hMjhiYTg0NTA0.webp,https://pictures-nigeria.jijistatic.com/109161802_MTExLTgzLWEyOGJhODQ1MDQ.webp | https://pictures-nigeria.jijistatic.com/109163916_MTExLTgzLTQ0MDRhZTA5ZDU.webp | https://pictures-nigeria.jijistatic.com/109163918_MTExLTE0OC1kYWNlYjBjYzI1.webp | https://pictures-nigeria.jijistatic.com/109163920_MTExLTE0OC1mNzU2ZWU0NzIy.webp | https://pictures-nigeria.jijistatic.com/109163921_MTExLTgzLTk4OGYwOGYyZDU.webp,Automatic,,Elixir Worldwide Limited,https://jiji.ng/port-harcourt/cars/land-rover-range-rover-2006-gray-ggf4MyEOVhXeb9aImGrbeNrQ.html,No faults,Land Rover,Range Rover,2006,,,,,,,Gray,,No,,,,
Toyota Corolla 2017 Blue,"₦ 7,000,000,",,"Rivers, Port-Harcourt",https://pictures-nigeria.jijistatic.com/117162985_NjIwLTQ2NS00MjgyNzhkNGU4.webp,https://pictures-nigeria.jijistatic.com/117162985_MTExLTgzLTQyODI3OGQ0ZTg.webp | https://pictures-nigeria.jijistatic.com/117162966_MTExLTgzLWQ5MGUzMGM0ZDA.webp | https://pictures-nigeria.jijistatic.com/117162983_MTExLTgzLWVkZTZmNDQxOTk.webp | https://pictures-nigeria.jijistatic.com/117162984_MTExLTgzLTkwNTUwZjI2OWE.webp | https://pictures-nigeria.jijistatic.com/117162986_MTExLTgzLTJiM2UwM2Q2NTQ.webp,Automatic,Air Conditioning | AM/FM Radio | CD Player | Alloy Wheels | Airbags | Anti-Lock Brakes | Armrests | Blind Spot Monitor | Bullbar | CarPlay | Cruise Control | Cup Holders | Electric Windows | Electric Mirrors | Front Fog Lamps | LED Headlights | Leather Seats | Parking Assist | Parking Sensors | Roof Rack | Sunroof | Spotlight | Xenon Lights,Ossy Samuel,https://jiji.ng/port-harcourt/cars/toyota-corolla-2017-blue-hDTNLZghO3IKY4YHCzRspDKR.html,"First registration, No faults",Toyota,Corolla,2017,SE Special Edition 4dr Sedan (1.8L 4cyl CVT),Sedan,Front,1800           cc,4,132           hp,Blue,5,Yes,No,,,
Mercedes-Benz E350 2014 Red,"₦ 13,500,000",₦ 12.62 M ~ 13.5 M,"Lagos, Ojo",https://pictures-nigeria.jijistatic.com/101559844_NjIwLTQ2NS03MTUwMjk2Njhj.webp,https://pictures-nigeria.jijistatic.com/101559844_MTExLTgzLTcxNTAyOTY2OGM.webp | https://pictures-nigeria.jijistatic.com/101559769_MTExLTgzLWY5ZTgwMTM5MTM.webp | https://pictures-nigeria.jijistatic.com/101559803_MTExLTgzLTgyYjk3YmI0YTU.webp | https://pictures-nigeria.jijistatic.com/101559825_MTExLTgzLWM3YTZlM2NjOWE.webp | https://pictures-nigeria.jijistatic.com/101559813_MTExLTgzLTAwZmQ4YTJkZmU.webp,Automatic,,Mbah Iyke,https://jiji.ng/ojo/cars/mercedes-benz-e350-2014-red-czOI6Vuj9YttR5Idl3yZXWIk.html,"Original parts, Unpainted, No faults",Mercedes-Benz,E350,2014,Base 4Matic Sedan AWD (3.5L 6cyl 7A),Sedan,All Wheel,3500           cc,6,302           hp,Red,5,No,,,,
Lexus ES 350 2009 Silver,"₦ 6,500,000,",₦ 5.55 M ~ 5.85 M,"Lagos, Ogba",https://pictures-nigeria.jijistatic.com/114454096_NjIwLTQ2NS01MmViZDY4ZTkw.webp,https://pictures-nigeria.jijistatic.com/114454096_MTExLTgzLTUyZWJkNjhlOTA.webp | https://pictures-nigeria.jijistatic.com/114454090_MTExLTgzLTY3MDViMzg0Nzg.webp | https://pictures-nigeria.jijistatic.com/114454091_MTExLTgzLTM0NjEyYmQzZTY.webp | https://pictures-nigeria.jijistatic.com/114454092_MTExLTgzLTMxZDBiNDQ3OTE.webp | https://pictures-nigeria.jijistatic.com/114454097_MTExLTgzLWY5ZjM0N2I5MzY.webp,Automatic,,Precious Tech Automobile,https://jiji.ng/ogba/cars/lexus-es-350-2009-silver-xgTTDB0bnydIQC3YnVfSrwkB.html,"No faults, Unpainted, Original parts",Lexus,ES,2009,350,Sedan,Front,,6,,Silver,5,No,,,,
